지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
안동,2022.5.11,18.7,,1.2,50.6,9.8,24.33
안동,2022.5.12,19.7,,2,57.9,6.1,18.44
안동,2022.5.13,15.2,4.8,1.3,78.3,0,5.9
안동,2022.5.14,15.9,,2.7,48,12.3,28.91
안동,2022.5.15,15.3,,1.8,40.1,11.8,29.8
안동,2022.5.16,16.3,,1.8,40,12.8,30.18
안동,2022.5.17,18.1,,1.4,46.9,11,28.25
안동,2022.5.18,20.5,,2,44.5,12.3,26.77
안동,2022.5.19,20.2,,2,34.1,8.5,18.23
안동,2022.5.20,20.3,,1.3,43.5,11.2,26.35
안동,2022.5.21,21.1,,2.1,56.6,12.4,28.22
안동,2022.5.22,22,,2.5,53.5,12.4,27.3
안동,2022.5.23,22.7,,1.4,53.8,12.3,27.75
안동,2022.5.24,24,,1.6,49.3,12.2,28.06
안동,2022.5.25,23.1,0,2,53.4,10.9,25.58
안동,2022.5.26,20.1,0.4,3,46.9,12.2,30.27
안동,2022.5.27,20.4,,3.1,44.8,10,24.28
안동,2022.5.28,21.9,,1.8,46.9,12.8,25.09
안동,2022.5.29,23,,1.1,39.3,12.9,27.72
안동,2022.5.30,21.9,0,1.7,54.8,3.1,15.32
안동,2022.5.31,22.2,,2.3,42.9,12.8,29.61
안동,2022.6.1,23.1,,1.6,37.1,11.4,29.1
안동,2022.6.2,22.7,,1.7,39.8,12.8,30.27
안동,2022.6.3,22.2,,2.4,55.4,12.5,29.14
안동,2022.6.4,21,,2.2,61.9,8.8,22.54
안동,2022.6.5,17,16,1.5,84.5,0,3.52
안동,2022.6.6,17.1,0,1.3,78.3,1.3,11.27
안동,2022.6.7,15.4,0.8,1.7,75,3.9,15.21
안동,2022.6.8,16.9,,1.4,68.9,4.3,17.04
안동,2022.6.9,18.9,,1.2,68.8,7.5,22.85
안동,2022.6.10,21.7,,1.1,63.4,9.8,25.07
안동,2022.6.11,22.3,,2.4,61.3,10.2,24.08
안동,2022.6.12,20.6,,2.3,64.1,11.6,26.1
안동,2022.6.13,19.5,,3,64,6.5,20.23
안동,2022.6.14,16.6,6.5,1.7,79.3,0,7.87
안동,2022.6.15,18.1,2.7,0.9,84.6,3.8,14.37
안동,2022.6.16,20.7,,1.9,70,9.5,25.59
안동,2022.6.17,23.4,,1.2,64.4,11.9,28.68
안동,2022.6.18,26.1,,1.9,64.3,11,27.01
안동,2022.6.19,26.1,,2.2,65,11,27.83
안동,2022.6.20,26.7,,1.5,63.1,12.5,28.12
안동,2022.6.21,27.6,,1.7,61.1,12.4,28.51
안동,2022.6.22,28.7,,1.8,58.3,12.1,27.49
안동,2022.6.23,26.2,5.2,1.8,73.4,3,10.37
안동,2022.6.24,26.1,14.2,3,70.6,7.9,22.76
안동,2022.6.25,26.7,,1.6,67.5,10.2,26.11
안동,2022.6.26,26.7,,1.3,74.4,2.5,12.88
안동,2022.6.27,26.5,0.9,1.7,77.1,0.9,11.66
안동,2022.6.28,28.7,,3,64.8,7.8,21.88
안동,2022.6.29,28,1.1,2.3,70.5,2.2,14.43
안동,2022.6.30,26.7,0.9,1.2,80.1,3.2,15.29
안동,2022.7.1,28.1,,1.3,70.3,12.8,29.51
안동,2022.7.2,29.9,,1.4,60.9,11.8,28.86
안동,2022.7.3,30.1,,1.7,58.1,11.7,27.42
안동,2022.7.4,29,,1.4,66.1,8.3,22.84
안동,2022.7.5,28.2,27.3,1.7,66.9,5.4,17.52
안동,2022.7.6,27,6.7,1.6,76.9,4.6,17.37
안동,2022.7.7,29.3,,1.6,66.8,4.2,16.39
안동,2022.7.8,28.4,0.1,1.9,69.8,6.9,19.94
안동,2022.7.9,28.2,,1.8,67.9,7.4,21.79
안동,2022.7.10,27.7,0,2.2,70.4,7.1,21.62
안동,2022.7.11,24.2,32.8,0.6,88.5,1.2,7.06
안동,2022.7.12,25.4,,1.8,73.8,4.6,16.71
안동,2022.7.13,23.4,31.1,1.3,83,0,7.06
안동,2022.7.14,25.7,0,1.8,80.4,4.5,17.07
안동,2022.7.15,25.7,,1.6,70.8,10.6,25.73
안동,2022.7.16,24.6,0,1.5,73.4,8.3,23.58
안동,2022.7.17,24.8,,1.5,74.4,6.1,18.86
안동,2022.7.18,22.5,14.2,0.8,86.5,0,6.45
안동,2022.7.19,25.6,,1.4,76.9,7.5,23.28
안동,2022.7.20,27.2,,1.5,68.8,10.7,24.71
안동,2022.7.21,23.2,23.2,1.7,86.8,0.2,7.15
안동,2022.7.22,23.6,0.1,2,80.3,5,17.29
안동,2022.7.23,24.3,0.4,1.3,79.3,2.7,13.29
안동,2022.7.24,24.6,16.6,1.2,85.3,2.7,16.56
안동,2022.7.25,27.2,1.4,1.5,76.4,10.7,25.98
안동,2022.7.26,26.5,,1.5,72.6,10.4,23.1
안동,2022.7.27,25.3,,2,72.5,8.4,21.65
안동,2022.7.28,25.5,0.9,1.5,79.9,1.3,11.55
안동,2022.7.29,28,0,1.5,74.3,10.4,21.27
안동,2022.7.30,27.6,,2,73.3,3.5,15.15
안동,2022.7.31,26.3,4,1.6,83.8,0.1,6.69
안동,2022.8.1,27.1,2.2,0.9,83,0.1,7.04
안동,2022.8.2,27.8,4.4,1.1,82.3,2,11.96
안동,2022.8.3,27.4,0.1,1.2,82.9,6.6,15.34
안동,2022.8.4,28.6,,1.7,74.3,10.2,24.9
안동,2022.8.5,28.7,,1.7,75.3,10.8,23.17
안동,2022.8.6,29.4,,1.7,73.6,10.1,23.13
안동,2022.8.7,29.4,,1.5,73.9,10.2,23.96
안동,2022.8.8,28.2,,1.8,74.9,0.4,9.6
안동,2022.8.9,27,5.3,1.1,81.1,0,9.8
안동,2022.8.10,25.1,31.4,0.7,90.1,0.1,4.35
안동,2022.8.11,24.3,25,0.9,91.6,0,3.16
안동,2022.8.12,27.2,3,1.3,79.4,9,24.32
안동,2022.8.13,24.8,7,0.8,88.8,0.4,9.28
안동,2022.8.14,26,12.8,0.5,90.4,0.3,8.09
안동,2022.8.15,28.4,0,1.7,75.8,3.7,15.25
안동,2022.8.16,25.2,10.7,1.5,83,5.3,14.12
안동,2022.8.17,25.1,8.8,1.2,79.5,5.5,14.43
안동,2022.8.18,24,,0.9,80.3,6.4,21.49
안동,2022.8.19,25.2,,1.1,81.6,3.9,14.81
안동,2022.8.20,26.3,10.1,1.6,81.5,4.7,15.28
안동,2022.8.21,25.7,,1.5,63.9,11.2,25.93
안동,2022.8.22,24.8,,1,73.5,10.1,23.71
안동,2022.8.23,23.5,6.3,0.8,88.5,0,3.59
안동,2022.8.24,22.1,0.2,1.2,76.5,0,7.12
안동,2022.8.25,22.3,0.2,0.9,81.8,4,15.95
안동,2022.8.26,22.8,,1.2,70,11.4,24.86
안동,2022.8.27,21.7,,1.6,65.5,8,21.51
안동,2022.8.28,20.7,,1.7,66,10.9,26.02
안동,2022.8.29,18.8,4.6,0.8,85.8,0,4.98
안동,2022.8.30,19,34.6,0.7,92.1,0,2.87
안동,2022.8.31,20.3,36.1,0.6,90.6,0.7,6.29
안동,2022.9.1,20.5,,0.5,89.1,0.8,9.63
안동,2022.9.2,21.5,,1.5,76.6,2.3,12.91
안동,2022.9.3,21.7,0,1.6,76,1.2,10.33
안동,2022.9.4,23.5,0,1,84.3,0.5,8.99
안동,2022.9.5,23.9,12.3,1.1,89.3,0,3.84
안동,2022.9.6,20.7,17.1,2.7,77.1,5.9,13.37
안동,2022.9.7,20.4,,1.2,70.1,11.5,24.18
안동,2022.9.8,21.1,,1.4,68.6,10.2,24.01
안동,2022.9.9,20.9,,1.6,69.8,10,22.81
안동,2022.9.10,20.2,,1.1,71,5,13.51
안동,2022.9.11,21.8,,1.5,76.3,6.5,14.54
안동,2022.9.12,21.4,0,0.7,79.4,1.6,9.96
안동,2022.9.13,23.2,,1.5,70.1,0.4,3.79
안동,2022.9.14,23.4,,2.4,59.8,,
안동,2022.9.15,22.5,,2.6,68.6,11.6,22.38
안동,2022.9.16,23.4,,0.9,78.5,2,10.48
안동,2022.9.17,25.9,0.5,0.9,75.6,8.4,20.17
안동,2022.9.18,25.9,,1.3,76.6,4.3,13.94
안동,2022.9.19,23,0,2.1,65.3,7.1,14.34
안동,2022.9.20,16.8,,1.8,68.4,7.3,17.35
안동,2022.9.21,16.1,,1.7,67.4,10.8,22.55
안동,2022.9.22,17.3,,1.1,71.9,8.9,19.37
안동,2022.9.23,17.7,,2.1,69.6,7.5,18.12
안동,2022.9.24,16.8,,1.3,60.4,10.6,22.15
안동,2022.9.25,17.1,,0.7,74.1,3.5,12.01
안동,2022.9.26,17.1,,0.5,80.4,1.6,9.93
안동,2022.9.27,19.1,,1.5,73.1,8.3,18.65
안동,2022.9.28,17.2,,0.7,79.1,6.5,13.69
안동,2022.9.29,18.1,,0.6,76,7.7,18.09
안동,2022.9.30,18.2,,0.7,72.1,8.7,19.34
안동,2022.10.1,17.9,,0.7,71,7.6,17.73
안동,2022.10.2,18.9,1.7,1,78.1,3,9.32
안동,2022.10.3,21.2,2.9,0.6,90.4,0.8,7.37
안동,2022.10.4,18.5,41.4,1.9,90.3,0,2.93
안동,2022.10.5,15.3,,1.5,76,4.6,11.3
안동,2022.10.6,16.3,0.9,0.9,78.5,4.2,12.29
안동,2022.10.7,14.5,0.8,1.5,78.1,0.3,6.67
안동,2022.10.8,13,,1.6,73.6,8.8,17.03
안동,2022.10.9,12.9,0,1.1,85.6,0,6.71
안동,2022.10.10,11,0.2,4.2,65.5,7.4,17.28
안동,2022.10.11,10.6,0,2.1,67.9,10.1,18.85
안동,2022.10.12,11.8,,1.1,77.6,8.2,15.82
안동,2022.10.13,14.4,,1.1,75,8,15.85
안동,2022.10.14,14.8,,1,80.3,5.5,14
안동,2022.10.15,17.5,,1.3,73.4,8.6,17.25
안동,2022.10.16,17.6,0,0.9,76.8,6.5,13.75
안동,2022.10.17,13.3,0,2.5,55.8,8,16.83
안동,2022.10.18,8,,1.2,59.8,10.5,18.15
안동,2022.10.19,7.7,,1,62.8,10.5,17.9
안동,2022.10.20,9.3,,0.8,67.1,8.8,17.37
안동,2022.10.21,11.3,,0.7,66.3,5.1,10.48
안동,2022.10.22,13.7,,1.2,60.1,8.8,15.85
안동,2022.10.23,12,2.9,1,78.5,8.7,14.76
안동,2022.10.24,9,,1.1,72.3,6.3,13.24
안동,2022.10.25,8.2,,0.9,71.6,8.7,14.82
안동,2022.10.26,9.5,,0.8,74.8,7.1,14.48
안동,2022.10.27,11.7,,0.6,71.5,10.1,14.69
안동,2022.10.28,11.5,,1.5,79,8.3,13.8
안동,2022.10.29,12.6,,1.3,75.1,8,15.01
안동,2022.10.30,11.7,,1.6,78,7.3,14.14
안동,2022.10.31,11.4,,0.9,74,8.1,13.3
안동,2022.11.1,11,,0.9,73.8,8.2,13.71
안동,2022.11.2,10,,0.8,72.1,7.2,13.17
안동,2022.11.3,8.7,,1.4,63.8,5,8.72
안동,2022.11.4,6.3,,2.5,42.9,10.1,15.31
안동,2022.11.5,4.1,,1,47,10.2,15.42
안동,2022.11.6,5.6,,0.7,62.4,9.6,14.51
안동,2022.11.7,7.1,,0.8,65.4,8.4,11.73
안동,2022.11.8,9.2,,0.7,67.8,8.7,13.41
안동,2022.11.9,9.2,,0.9,68,6.6,12.18
안동,2022.11.10,10.3,,0.7,67.6,9,12.29
안동,2022.11.11,12.7,,0.8,73.4,8.7,11.91
안동,2022.11.12,15.5,0,1,76.1,5.1,9.97
안동,2022.11.13,14.3,3.7,2.6,71.5,4.9,9.1
안동,2022.11.14,9.7,,1.2,69,1.5,4.65
안동,2022.11.15,6.5,0.1,1.5,73.6,7.5,10.65
안동,2022.11.16,6.5,,1.5,68.8,8.9,12.14
안동,2022.11.17,6.9,,0.6,64.6,8.8,12.03
안동,2022.11.18,7.3,,0.6,66.6,8.4,12.54
안동,2022.11.19,9.1,,1.2,74.6,7.2,10.18
안동,2022.11.20,10.3,,0.7,74.9,6.3,10.57
안동,2022.11.21,9.8,,0.7,74.8,6,9.46
안동,2022.11.22,9.6,3.5,0.5,82.4,0,3.61
안동,2022.11.23,11.2,2.5,1.3,76,6.9,10.55
안동,2022.11.24,6,,0.6,77.6,5.1,8.53
안동,2022.11.25,6.2,,0.7,73.9,6.7,9.3
안동,2022.11.26,7.6,,2,53.5,9.3,11.34
안동,2022.11.27,4.2,,0.7,53.4,8.8,11.68
안동,2022.11.28,6.3,9,0.7,72.3,3.1,5.12
안동,2022.11.29,9.5,16.8,2.3,69.6,0.3,3.47
안동,2022.11.30,-2.3,,4,32.9,8,9.99
안동,2022.12.1,-3.6,,2.3,40.1,7.8,10.91
안동,2022.12.2,-2.8,,1.3,55.5,9.4,12.2
안동,2022.12.3,-0.4,,0.9,67.8,1.9,4.46
안동,2022.12.4,0.3,,2.3,37.8,4.5,6.77
안동,2022.12.5,-1.1,,1.9,30.6,7,10.56
안동,2022.12.6,-1.6,0,1.3,61.4,4,6.39
안동,2022.12.7,2.8,0,1.6,70.3,4.4,7.96
안동,2022.12.8,2.9,,1,59.8,8.6,11.24
안동,2022.12.9,0.5,,0.6,69.6,8.1,8.74
안동,2022.12.10,1.2,,0.8,75.5,2,5.77
안동,2022.12.11,1.1,,0.9,63.5,8.7,11.11
안동,2022.12.12,1.8,0,1,62.3,3.7,5.9
안동,2022.12.13,1.8,0.6,3.4,71.3,3.8,6.31
안동,2022.12.14,-6.6,,4.3,47.3,9,11.77
안동,2022.12.15,-5.2,0,0.7,73.3,4.5,7.43
안동,2022.12.16,-3.3,,2,43.4,5,7.07
안동,2022.12.17,-5.1,0,2.3,44.1,4.7,7.05
안동,2022.12.18,-8.2,,3.2,43,9,11.53
안동,2022.12.19,-6.2,,1.8,55.3,9.1,11.23
안동,2022.12.20,-4.3,,1,62.4,8.9,12.52
안동,2022.12.21,-2.7,3.2,0.5,84.3,0,1
안동,2022.12.22,-5.6,0,4,50.9,8.2,9.77
안동,2022.12.23,-9.2,,4.7,52.5,8.5,11.04
안동,2022.12.24,-9.4,,1,59.8,9,11.32
안동,2022.12.25,-6.4,,1.4,65.8,8.7,12.54
안동,2022.12.26,-5.7,,0.6,70.5,7.5,9.28
안동,2022.12.27,-4,,1,62.6,8,11.21
안동,2022.12.28,-2.8,,2.3,60.3,7.7,10.72
안동,2022.12.29,-2.6,,2.3,49,8.6,11.31
안동,2022.12.30,-3,0,1.6,61.9,6.9,10.37
안동,2022.12.31,-1.3,,2.2,58.9,8.5,10.4
안동,2023.1.1,0.1,,2.1,52,7.7,10.45
안동,2023.1.2,-2.7,,2.6,35,8.9,11.89
안동,2023.1.3,-3.7,,1.9,43,9.2,12.13
안동,2023.1.4,-2.6,,2,46,9,11.47
안동,2023.1.5,-2.3,,1.1,62.6,7.6,10.43
안동,2023.1.6,-1.6,,0.8,67.3,6.9,10.54
안동,2023.1.7,-0.1,1.5,1.9,75.1,3.7,4.94
안동,2023.1.8,-1.1,,0.9,69.4,8,11.31
안동,2023.1.9,1,,1,70,3.7,5.62
안동,2023.1.10,0.2,,0.6,73.1,7,10.81
안동,2023.1.11,1.5,,0.9,60.9,8.9,12.48
안동,2023.1.12,2.8,0,0.7,53,9.1,11.6
안동,2023.1.13,5.8,16.7,0.7,92.4,0,1.64
안동,2023.1.14,7,0,1.7,83.9,0,1.88
안동,2023.1.15,1.7,4.7,1.4,85.8,0,1.3
안동,2023.1.16,-2.3,,2.6,63.5,6.2,10.9
안동,2023.1.17,-3.2,,1.5,61.4,6.2,9.64
안동,2023.1.18,-1.6,,1.4,64.4,7.8,11.66
안동,2023.1.19,-2.1,,1.1,66.1,8.4,13.24
안동,2023.1.20,-1.7,0,3.1,46.9,9,13.07
안동,2023.1.21,-4.7,,1.2,47.6,9.7,13.93
안동,2023.1.22,-2.3,,0.7,49.9,1.4,6.44
안동,2023.1.23,0.5,,1.7,55.5,8,12.01
안동,2023.1.24,-10.3,,5.4,32.6,9.6,14.29
안동,2023.1.25,-11.7,,2.3,36.1,9.8,14.38
안동,2023.1.26,-8.6,0,0.8,65.5,0.4,3.73
안동,2023.1.27,-6.7,,2.8,53,9.7,14.37
안동,2023.1.28,-6,,2.6,42.6,9.5,13.9
안동,2023.1.29,-1.6,0,2.2,57.8,8.5,13.08
안동,2023.1.30,-1,,2.5,40.3,9.8,14.43
안동,2023.1.31,-1.1,,0.9,48.4,9.5,13.72
안동,2023.2.1,1.8,,2.3,45.1,9,13.1
안동,2023.2.2,-1.2,,1,45.6,8,12.27
안동,2023.2.3,-0.5,,1.4,37.1,7.3,11.6
안동,2023.2.4,-1,,1.8,42.4,9.8,14.25
안동,2023.2.5,-0.9,,1.1,53,9.7,14.58
안동,2023.2.6,0.7,,0.5,51.5,7.9,12.78
안동,2023.2.7,2.3,,0.8,55.3,5.5,10.76
안동,2023.2.8,1.4,,1.4,55.9,7.6,13.67
안동,2023.2.9,2.1,0,1.8,59.4,7.6,12.74
안동,2023.2.10,2.8,3.3,1.1,83.4,1.9,6.13
안동,2023.2.11,0.5,,0.7,85.5,1.6,7.31
안동,2023.2.12,1.9,,0.9,80.1,1.1,6.78
안동,2023.2.13,5.2,0,1.6,65.9,0,4.81
안동,2023.2.14,2.9,0,1.3,63.1,6.3,12.32
안동,2023.2.15,1.8,,2,60.1,3.3,10.14
안동,2023.2.16,2.1,,1.2,63.1,2.4,8.95
안동,2023.2.17,3.5,,0.8,56,7.5,13.23
안동,2023.2.18,5.1,0,0.6,54.3,0,1.98
안동,2023.2.19,4.9,0,3.6,50.1,5.5,11.36
안동,2023.2.20,0.5,,3.1,40,9.9,17.45
안동,2023.2.21,-1,,1.1,45.4,10.4,18.23
안동,2023.2.22,1.9,,1.4,55.5,9.4,17.24
안동,2023.2.23,5,,2.2,45.3,9.4,16.7
안동,2023.2.24,4.6,,2.3,40.8,7.8,15.6
안동,2023.2.25,1.4,,1.6,42.9,10.3,18
안동,2023.2.26,1.4,,0.9,46.1,10.5,18.92
안동,2023.2.27,4,,0.9,44,10.5,19.16
안동,2023.2.28,6,,1.9,40.6,10.5,19.59
안동,2023.3.1,6.1,,2,53.6,1.3,7.82
안동,2023.3.2,2.4,,2.8,30.3,10.6,19.76
안동,2023.3.3,4.6,,1.8,39.3,10.4,19.15
안동,2023.3.4,6,,1.1,58.1,7.5,14.63
안동,2023.3.5,7,,0.8,60.6,9.3,18.15
안동,2023.3.6,8.3,,1.6,42.5,10,19.42
안동,2023.3.7,10.9,,1.4,40.6,9.1,16.31
안동,2023.3.8,12.3,,1.1,38.8,9.7,17.37
안동,2023.3.9,12.9,,1.7,48,8.6,16.39
안동,2023.3.10,13.2,,0.9,43.4,10,18.56
안동,2023.3.11,14.7,,1,49,8.4,16.23
안동,2023.3.12,7.4,3.8,2.8,65.1,2.2,4.71
안동,2023.3.13,3.6,,3.3,28.9,10.5,21.94
안동,2023.3.14,8.6,,1.2,41.4,9.1,18.2
안동,2023.3.15,12,,2.4,54.6,10.4,21.57
안동,2023.3.16,7.6,,2.7,26.3,5.9,17.46
안동,2023.3.17,7.9,,1.5,47.3,5,13.98
안동,2023.3.18,9.6,,1.7,43.8,8.8,18.49
안동,2023.3.19,9,,1.3,39,11,22.22
안동,2023.3.20,9.8,,1.1,42.1,9.9,20.54
안동,2023.3.21,12.7,,1.2,42.3,10.6,22.45
안동,2023.3.22,14.5,,1.1,62.1,8.9,18.39
안동,2023.3.23,14.4,24.5,0.7,94.1,0,3.56
안동,2023.3.24,11.2,,2.8,72.6,1.1,10.18
안동,2023.3.25,8.7,0,1.8,72,0.3,7.97
안동,2023.3.26,10.4,0.3,1.8,52.3,8.3,18.23
안동,2023.3.27,7,,1.4,40.5,11.1,24.44
안동,2023.3.28,9.1,,1.4,50,10.2,22.15
안동,2023.3.29,11.3,,1.1,49.8,11,22.97
안동,2023.3.30,13.3,,1.1,41.1,10.8,21.83
안동,2023.3.31,14.5,,1.3,40.5,11.2,23.71
안동,2023.4.1,14.4,,2.2,47.6,11.2,23.31
안동,2023.4.2,13.1,,2.3,48.8,11.5,23.42
안동,2023.4.3,12.6,,2.4,49.3,11.4,23.62
안동,2023.4.4,14,4,1.2,60.1,5.5,16.07
안동,2023.4.5,13.6,18.6,1.6,89.9,0,2.9
안동,2023.4.6,10.4,2.2,2.7,79.8,0,6.36
안동,2023.4.7,10.1,2.2,3.1,58.1,10.1,23.11
안동,2023.4.8,8.7,,3.6,35.9,11.7,25.13
안동,2023.4.9,11.3,,1.9,37.8,11.9,26.77
안동,2023.4.10,13.4,,1.6,39.8,11.2,24.04
안동,2023.4.11,15.3,0.9,2.2,63.1,3.2,11.78
안동,2023.4.12,12.1,,3,22.9,11.5,25.78
안동,2023.4.13,12.7,,1.4,34.5,7.9,20.39
안동,2023.4.14,14.6,,0.8,42.6,3.6,14.18
안동,2023.4.15,11.6,1.8,0.9,71.5,0.2,4.62
안동,2023.4.16,10,0,1,70.3,2,14.04
안동,2023.4.17,12.2,,1.3,53.9,9.3,23.21
안동,2023.4.18,11.7,1.1,0.5,79.1,0,3.4
안동,2023.4.19,16.9,,1.5,68.6,9.3,24.91
안동,2023.4.20,19.8,,1.8,66.8,6,20.24
안동,2023.4.21,14.3,,2.7,55.1,1.5,13.31
안동,2023.4.22,13,,2.7,50.9,10,24.08
안동,2023.4.23,12.8,,1.9,51.9,7.4,21.09
안동,2023.4.24,12.3,,2.1,55.5,2.4,15.19
안동,2023.4.25,8,2.9,0.9,84.5,0,5.33
안동,2023.4.26,9.8,,2.3,69,7.9,18.43
안동,2023.4.27,12.7,,1.1,57.4,10.3,26.8
안동,2023.4.28,16.9,,1.6,52.5,12,28.25
안동,2023.4.29,14.3,12.9,1.6,81.8,0,3.15
안동,2023.4.30,13.9,,3.3,51.6,11.7,27.61
안동,2023.5.1,14.6,,2.2,49.3,11.2,26.84
안동,2023.5.2,15.5,,1,50,10.3,24.82
안동,2023.5.3,19,,1.6,49.6,9.8,26.26
안동,2023.5.4,19.1,0,1.4,63.9,6.3,18.12
안동,2023.5.5,18.2,40,0.6,93.1,0,4.33
안동,2023.5.6,12.9,30.4,2.1,90.9,0,3.96
안동,2023.5.7,11.2,0,1.3,70.5,0,6.57
안동,2023.5.8,12.7,,1,61.8,9.5,26.51
안동,2023.5.9,16.2,,1.7,53.4,11.9,28.92
안동,2023.5.10,17.8,,1.2,45.5,12.5,28.24
안동,2023.5.11,16.4,,1.8,59.1,11.6,26.89
안동,2023.5.12,17.8,,1,54,7.3,21.85
안동,2023.5.13,18.1,2.4,1.5,66.8,10.7,26.67
안동,2023.5.14,17.6,,1.3,65.4,9,25.78
안동,2023.5.15,19.3,,1,60.8,12.3,28.92
안동,2023.5.16,22.8,,1.7,56,11.9,27.95
안동,2023.5.17,23.7,,1.5,51.9,11.9,28.86
안동,2023.5.18,17.7,1.4,1.1,78.8,0,5.53
안동,2023.5.19,19.3,,1.6,69,3.5,17.57
안동,2023.5.20,20.4,,1.7,65.6,10.1,28
안동,2023.5.21,20.2,,2.3,60.9,10,25.17
안동,2023.5.22,17.5,0,1.1,64.4,2.4,11.79
안동,2023.5.23,17.1,0,1.4,63.8,10.2,26.41
안동,2023.5.24,18.3,,1,57,6.4,21.73
안동,2023.5.25,21.1,,1.4,48.5,8.7,26.06
안동,2023.5.26,22.4,,1.5,50.1,7.8,24.85
안동,2023.5.27,21.8,0,1.1,71.8,0.1,10.09
안동,2023.5.28,19.9,22.4,0.6,92,0,3.59
안동,2023.5.29,19.7,35.2,0.9,94.5,0,4.09
안동,2023.5.30,19,,2.5,78.1,2.8,18.9
안동,2023.5.31,19.5,,1.6,56,13.1,30.24
안동,2023.6.1,19.5,,1.2,66.1,2.8,18
안동,2023.6.2,22.8,,1.8,65.9,10.8,27.49
안동,2023.6.3,21.5,,2,58.3,10.9,29.07
안동,2023.6.4,21.9,,1.8,48.5,12.4,29.93
안동,2023.6.5,21.8,,2,60,10.5,27.53
안동,2023.6.6,21.9,,1.5,63.1,10.8,28.14
안동,2023.6.7,22.1,,1.6,70.4,6.7,23.84
안동,2023.6.8,23.5,0,1.3,65.1,6.7,24.58
안동,2023.6.9,23.3,,1.6,60.5,10.9,28.6
안동,2023.6.10,21.3,17.8,1,75.5,6.3,21.91
안동,2023.6.11,20.8,27.3,1.2,82.6,7.5,23.99
안동,2023.6.12,21.7,13.2,1.3,78,7.6,23.71
안동,2023.6.13,21.6,,1,78.1,5.2,21.34
안동,2023.6.14,20.7,0.4,1.3,77.5,6.1,21.6
안동,2023.6.15,19.1,1.3,1.1,83.6,4,19.21
안동,2023.6.16,22.7,,1.2,76,10.2,27.58
안동,2023.6.17,25.3,,1.3,64,11.4,28.88
안동,2023.6.18,25.6,,1.5,63.6,10.7,27.23
안동,2023.6.19,24.7,,2.2,64.3,10.3,27.25
안동,2023.6.20,22,0,2.3,70.1,5.4,18.82
안동,2023.6.21,19.7,23.5,0.6,94.8,0,4.07
안동,2023.6.22,22.1,,1.6,80.6,3.2,19.61
안동,2023.6.23,23.8,,1.4,72.4,11.7,29.57
안동,2023.6.24,24.7,,1.4,67.9,12,29.68
안동,2023.6.25,24.7,0,1.3,71.6,5.7,21.11
안동,2023.6.26,22.5,53,0.9,94.6,0,4.9
안동,2023.6.27,26,40.9,2.2,77.4,9.8,28.22
안동,2023.6.28,24.5,3.6,1.8,80.5,7.4,23.84
안동,2023.6.29,24.5,22.2,1.4,91.4,0,6.42
안동,2023.6.30,23.9,44.5,1.1,93.5,0,7.09
안동,2023.7.1,25.6,,0.9,78.5,8.1,24.21
안동,2023.7.2,26.3,,0.9,78.6,5.3,22.67
안동,2023.7.3,26.4,,1.8,73.3,10,27.21
안동,2023.7.4,24.5,24.9,1.1,86.1,2.4,9.66
안동,2023.7.5,25.2,17,2.7,79.6,6.4,22.98
안동,2023.7.6,25.7,,1.1,72.4,8.1,25.28
안동,2023.7.7,20.6,86.7,1,89.1,0,3.56
안동,2023.7.8,23.1,1.7,1,87.5,2.2,17.39
안동,2023.7.9,25.1,15.2,0.9,87.3,1.5,14.74
안동,2023.7.10,25.9,8.5,1.2,84.8,5.8,20.46
안동,2023.7.11,23.4,30,0.9,94.1,0.1,5.45
안동,2023.7.12,25.4,1.7,1.1,87,2.4,18.07
안동,2023.7.13,24.9,15.8,0.6,94.3,0,4.44
안동,2023.7.14,24.6,57.8,1.9,94,0,2.56
안동,2023.7.15,23.8,47.3,1,95.3,0,3.85
안동,2023.7.16,24.6,0.6,1,89.4,0.7,14.35
안동,2023.7.17,25.3,11,1.2,89.3,3.3,17.32
안동,2023.7.18,23.1,66.1,0.9,95.9,0,4.62
안동,2023.7.19,25.5,,1.2,83.1,8.8,27.06
안동,2023.7.20,26.5,,0.9,80.6,5.7,21.32
안동,2023.7.21,25.9,,1.2,81.3,3.5,17.41
안동,2023.7.22,25.5,,1.1,78.1,6.7,18.03
안동,2023.7.23,26.5,0,0.9,83.1,0,8.72
안동,2023.7.24,26,16.3,1.1,87.3,2,13.1
안동,2023.7.25,25.1,13.9,0.7,91.9,0.8,10.84
안동,2023.7.26,25,3.8,1,88.3,4.1,17
안동,2023.7.27,26.5,,0.9,84.5,7.9,24.57
안동,2023.7.28,28.2,,0.9,82.6,9.3,24.4
안동,2023.7.29,28.5,,0.9,79,9.9,26.36
안동,2023.7.30,29,,1,75.9,8.3,21.75
안동,2023.7.31,27.9,,1.1,78.6,5.9,20.49
안동,2023.8.1,28.7,,0.9,78.3,9.9,22.65
안동,2023.8.2,28.8,,1,79.4,9.8,23.55
안동,2023.8.3,29.6,,1.5,75.8,12,26.91
안동,2023.8.4,29.6,,1.1,77.9,9.2,24.48
안동,2023.8.5,29.9,,1.1,77.3,11,25.79
안동,2023.8.6,29.6,,1.6,75.8,7.4,18.68
